44th President Dem-To-Be-Named-Later United States|He who says "The United States is a Christian nation founded upon Christian principles and beliefs" is woefully ignorant of history.  The United States was founded by Deists, and the puritan settlers were but one immigrant group among many. 
William Blake ("Songs of Experience")|The fox condems the trap, not himself. 
Ivan Betancor, Spain. (me)|I can't I believe in a superior being! I mean come on let's be logic; if God created man in His image, and science has proved that man has evolutioned from the monkey. Wouldn't that mean we're worshipping a monkey?!?!? You might as well stop praying and peeling some bananas!!!!
Baron von Knifty|If the church proclaims the atheist to be morally deficient, then that means the agnostic must be half-moral and half-deficient; sort of a heathen-lite. Would this person burn in hell at only half the temperature? 					   
Chapman Cohen|Gods get broken easily: All it takes is a sweep from the broom of science or a handful of pure logic.
Baron von Knifty|If Jesus were to come back today the first thing he should do is apologize to us all for the absolutely horrible and ungodly things his dad has done.	
Carl Sagan|Your god is too small for my universe.
Jenny Guy|There's only one thing standing in the way of me having a relationship with God; His existence.
Cull_P|God, who would want to be such a control freak?
Baron von Knifty|One hundred years ago the average life span in the U.S. was 48. Today (2008) it is 78 years. Religion asserts that we are made in god’s image. This means that our modern medical science has improved on the invention of a perfect god.  
Alliat|I find those people silly, who both believe in god and the theory of evolution. If god created man in his own image, that makes god a single celled organism - No wonder he's so hard to find!
Mark Gullable.|If you have a faith that needs to be maintained on a weekly basis at a Church in order to maintain belief, then it's probably not true.
Davo|Man created god in his own image when he descended from the trees, reached for the stars and found they were out of reach. At that point he decided it was the fruit of a larger beast.
Phil E. Drifter|I will never blame god for my bad fortune nor thank him for my good.
Wulin|I will feel irresponsible as a human being, if I become a believer.
Johan Cruyff|I don't believe in God. In Spain all 22 players make a sign of the cross upon entering the pitch, if it works the game is always going to be a tie. 
T. J. Neubig|If you believe God is all good and loving, then take a trip to the Middle East 
Unkown|If you talk to God you are praying, if God talks to you you have paranoid Schizophrenia. 
Xenophanes|No human being will ever know the Truth, for even if they happen to say it by chance, they would not even known they had done so. 
Xenophanes|But if cattle and horses or lions had hands, or were able to draw with their hands and do the work that men can do, horses would draw the forms of the gods like horses, and cattle like cattle, and they would make their bodies such as they each had th 
Roy Zimmerman (Jerry Falwell's God)|And it began to rain toads and fire and he brought seven plagues. Jesus would not preach hate, Jesus would not stand in rubble and say I told you so, Jesus would not use an international catastrophe to score points for some narrow misogynistic antis 
jstep|To say that Evolution is not a practical verifiable  theory is like saying Intelligent Design is.... 
grcore|Great scientists have forced the religious into continually reforming their position because the facts did not agree with the religious dogma. This search for the truth will continue, and as the facts become clear, religion will continue to paint its 
Friedrich Nietzsche|Every church is a stone on the grave of a god-man: it does not want him to rise up again under any circumstances. 
Tiberius C. Costea|No spiritual nor eternal realm ever enterd the material existence.And no material nor mortal existence shall enter a spiritual and eternal realm.Even if the spiritual fantasy would be indeed true, it's entrance in a material world would cause the annihilation of the two worlds beginning with logical understanding of them.For it is impossible for a world not governed by certain laws to enter a world governed by them.These are to premises that could never co-exist.A god that has different features than those by which it can be recognized in the mortal world has no means to contact this material world.Following the same logical principle no being contained in the material world could contact the non-material realm.because it has no means to do so.These rational principles help all other bright concepts stated buy a multitude of great minds in revealing the farce called blind faith and unquestionable lies of the believers.
Borat|God is real.............................................................not!!! 
Unknown|"It's odd that God should choose the Jews."
Zoop|If God created the universe, including religion and atheists, he must have been a little confused.
Pink Floyd|And all you touch and all you seeIs all your life will ever be
[TN]FBMachine|I got kicked out of Barnes and Noble once for moving all the bibles into the fiction section.
Bumper Sticker|I evolved, you didn't. 
Carl Sagan|I cannot conceive of a god who rewards and punishes his creatures or has a will of the kind that we experience in ourselves.  Neither can I nor would I want to conceive of an individual that survives his physical death; let feeble souls, from fear or 
H.L. Mecken|It is impossible to imagine the universe run by a wise, just and omnipotent God, but it is quite easy to imagine it run by a board of gods. 
atheist.|we're not going to hell. we're going to a crematorium. 
Austin Hayward|All faiths agrue their god's existence with the same fortitude - they can't all be right, which in itself disproves them all. 
Thomathiest|We will live in better times when we, as a whole, learn to dismiss The Bible as nothing more than a mear early day Harry Potter book. 
John Kelly  Ireland|If the mind is seperate from the body then how can we have mind altering drug's? 
native american mythos, northwest|And Raven made the universe so He could have a place to fly. he did not however, make humanity. but found some, cowering under a shell. The ones who come out and were curious to see the Big Black Black Irridecent Bird would be chosen by Him as his own.How is this any more a myth and judaisum, muhamedisum, or catholicisum?
Luke Zielinski|For Lent I gave up religion… 
Rady in Flight of the Phoenix|Spirituality is not religion. Religion divides people. Belief in something unites them. 
William Weil|Most thinking people agree with the need for mandatory school prayer. What rankles them is the lack of algebra instruction in church. 
Woody Allen|Sex and death; two things that only come once in my life, but at least after death I'm not nauseous. 
Satyanveshi .|Animals fight for territory, mate, food. They may not be "intelligent", but they are at least smart enough to fight for things that are real. Humans fight for "beliefs". Tell me can you bring God to me on a plate? 
Clarence Darrow|I do not consider it an insult, but rather a compliment to be called an agnostic. I do not pretend to know where many ignorant men are sure: that is all that agnosticism means. 
Beery|I consider the Bible similar to the Harry Potter novels, both share a distinct lack of logic, direction and reality...
Magnus|In the time of Martin Luther, you could commit as many criminal activities as you wanted. As long as you paid the church money for forgiveness. What was god going to do with the money?
Baron von Knifty|I would rather believe I evolved from the great apes than to ever consider I was the fabrication of an incompetent, deranged god.
Tom Vesec|"Everything can disprove God. And that is why he'll never be disrpoven."
Mike Lee|The more barren the landscape, the more furtive the imagination.
Baron von Knifty|The only truth to be found in religion is that religion is a lie.
Baron von Knifty|I just talked to god and he says he’s a gay pro-abortion Atheist! Now, prove that statement false.
Baron von Knifty|Open bible/closed mind. Enough said.
John Kaminski|"A miracle is merely an expression of ignorance when you dont know the true facts."
Baron von Knifty|Believing in religion is like rowing your boat while it’s still on the trailer. It’s a waste of time, and it certainly won’t get you anywhere you’d like to go.
Lucy Stewart|I can only apologise for the fact that i require some kind of evidence before i will accept the possibility of such an extraordinary claim!!
Dr. Londres (Cowboy Bebop - Anime)|Tell me, why do you think people believe in God? Because they want to. It's not easy living in such an ugly and corrupt world. There is no certainty and nothing to hope for. People are lost, so they reach out. Don't you get it? God didn't create humans. No, it's humans who created God.
Baron von Knifty|You Christians just don't get it; We all burn in hell! The heathens will burn forever in a Christian hell and the Christian infidels will burn forever in a Muslim hell. Your Jesus isn’t coming back because he’s burning forever over there in that Muslim hell. And don’t piss on me for saying that. I didn’t make up the rules.
Matt Vander Neut|God: a placebo meant to cure all that is human.
Baron von Knifty|I don’t need to belittle, brainwash or punish you. Your religion has already seen to that.
Trevor Anderson|Theist religion is based on where your born. If you're born in America, you'll more than likely be Christian. However were you to be born in any number of other countries, you would more than likely NOT hold those same beliefs. Therefore, theist religion is often held, becuase people just go along with what their parents teach them as a child. Remember: religion is easy when every answer to every logical question is a one word answer, "Faith". Faith to me means "I don't need to know because that's what God tells me."
Sam Hart|If a man came along today and claimed to be the son of God, he would not be worshiped but rather he would be treated
Vancoqt|The masses fear, love and embrace god. The skeptics question, challenge and condemn god. The opportunists kidnap, manipulate and exploit god.
David Wilkinson|"Scientology is a a religion, pyramid scheme and a front for tax evasion all rolled into one." 
DBH|The reason I know there's no god is that there are so many of them 
Gawain Simon|I'm not sure I approve of a god who condones sycophantic worship. 
Robert G. Ingersoll|The churches have no confidence in each other. Why? Because they are acquainted with each other. 
Peter|Either there is no God or he´s busy learning the guitar from Elvis. 
Devin Pugliano|Jesus was just like Charles Manson.  Corrupted the weak.  Spent time with the whores.  Sent his "disciples" out to do his bidding.  Only Jesus wasn't as cool.  He couldn't play guitar. 
Freidrich Nietzsche|"God is dead, God remains dead, and we have killed him". 
David Rohlf|The almighty God does have a fear of something. The fear of not being believed in. And I tell you that I just made Gods heart skip a beat. 
Mark Twain|No man that has ever lived has done a thing to please God--primarily. It was done to please himself, then God next. 
Man on the Outside|I saw a heroin addict practising his own religion the other day.  He had a brief moment of ecstasy followed by brain damage and a craving for more. 
Kaytea|Sure lots of people believe in God, alot of people used to believe the world was flat too. 
unknown|Religion is what keeps the poor from murdering the rich. 
Douglas Adams|"He hoped and prayed that there wasn't an afterlife. Then he realized there was a contradiction involved here and merely hoped that there wasn't an afterlife." 
Ben Mack|When these preachers on TV say God spoke to them, what the fuck? Shouldn't this be front page news? Either God is speaking to them and we have a modern day prophet and the newfound words should be published everywhere, or they are criminals for swindling their donations.
John Ridley|We all have imaginary friends, it's just that I don't call mine God.
William Quijada|The belief that a cosmic Jewish Zombie who was his own father can make you live forever if you symbolically eat his flesh and telepathically tell him you accept him as your master, so he can remove an evil force from your soul that is present in humanity because a rib-woman was convinced by a talking snake to eat from a magical tree... yeah, makes perfect sense.
George bernard shaw|"Why should we take advice on sex from the pope? If he knows anything about it, he shouldn't"
House MD|If you talk to god, you're religious. If god talks to you, you're psychotic. 
Unknown|We all have imaginary friends, we just dont all call them Jesus... 
Most Precious Blood|Take the holy out of war and what's left to fight for? 
jstep|Islam, Christianity, and religion in general is a melting pot of HATE and INTOLERANCE don't ask them just listen to  them... 
Bob Brady|Religion only survives due to the, undeserved, tolerance of atheists. 
F. A. Thomas|If god created man in his own image, why do we all worship such an ugly fucker? 
|Only sheep need shepards 
grcore|Science will continue in search of the truth. And as the truths become clear, the religious will continue to paint itself into a corner. 
David Powers|If a huge meteor hadn't crashed on Earth millions of years ago, would there now be intelligent lizards sitting around wondering how impossible it all would be for every past event to unfold just right, so that they could exist? That must surely be pr 
Christopher Martin|Everyone is entitled to their own opinion, but it should be their opinion. 
Unknown|It is very hard to ask a child to give up the idea of Santa Clause-- it is very comforting and harmeless enough to believe in. However, it is a necesary part of growing up no matter how happy and comfortable it makes you. It is the same with religion it is very hard to give up, but unlike Santa Clause far too many people are killed on its account far too often. Religon is the world's greates plauge.
jstep|I think that with todays technology a god could and should email everyone a new and updated version of the bible with all the addenduums 
Albert Ellis (American Psychologist)|"Anyway, devout religionists are frequently attracted to and bound to their piety largely because it presumably offers them holier-than-thouness and one-up-man-ship over non-religionists..." 
Boudicat|It would be easier to argue cancer from one's body than to argue it from one's mind. 
Edmund Waller|The fear of hell or aiming to be blest savours too much of private interest 
Baron von Knifty|If truth was sitting on a fence and howling like a cat, religion would throw a shoe at it.
M.H.|If God was real, I wouldn't want him to be my lord after what he did to Earth.
Baron von Knifty|SEEK AND YE SHALL FIND THE TRUTH; In my dictionary “rector” can be found right on top of “rectum.” God’s will or coincidence? You be the judge.
Cedrik Definney|Doubting is a virtue....but don't take MY word for it.
Chris Bolle|I'm an atheist and your a christian, but we both believe in nothing
Baron von Knifty|When you go to church put Monopoly money in the collection plate. If they can turn water into wine it’s no big chore to turn funny-money into real dough.
Walt Fristoe|Mixing religion with politics is bad, but mixing religion with the military will lead to planetary suicide!
unknown|Lets take a moment to bow our heads and thank god for hundreds of years of slavery, poverty, disease, natural disaster, murder, and war.
BARON VON KNIFTY|Religion and Hitchcock movies have a lot in common. They both left a lot of people hanging.
Einstien|Unquestioning respect for authority is the greatest enemy of truth
Richard Dawkins|We are so staggeringly lucky to find ourselves in the spotlight.  However brief our time in the sun, if we waste a second of it, or complain that it is dull and barren or (like a child) boring, couldn't this be seen as a callous insult to those unborn trillions who will never be offered life in the first place?  [...] the knowledge that we have only one life should make it all the more precious.The atheist view is correspondingly life-affirming and life-enhancing, while at the same time never been tainted with self-delusion, wishful thinking, or whinging self pity of those who feel life owes them something.
Ernestine Rose|It is an interesting and demonstrable fact, that all children are atheists and were religion not inculcated into their minds, they would remain so.
Robert G. Ingersoll|The clergy know that I know that they know that they do not know.
Napoleon Bonaparte|Religion is what keeps the poor from murdering the rich.
Vincent van Gogh|I have a terrible need of -- dare I say the word? -- religion. Then I go out at night to paint the stars...
Topsy Krett|God, being the nice, honest man he's been said to be, doesn't even have the common decency to exist. 
Ibn Ghalib|Small incremental 'steps of reason' are better than 'leap of faith'! What is faith afraid of, that it wants to jump over? 
Edgar f.|Where do dinosaurs  fit in creation? 
W. Fristoe|'God' is a sound some people make instead of "I don't know." 
George Bernard Shaw|No man ever believes that the Bible means what it says; he is always convinced that it says what he means. 
Ricky Gervais|"They [atheists] are not doing things to be rewarded in heaven; they're doing things because they're right, because they live by a moral code." 
P. Hubers|The symbols of faith are the signs of ignorance. 
David Rohlf|The moment I said I was an athiest and really became one I felt a sudden relief. Like a bunch of weight full of lies was lifted off my head. 
unknown|We know that EVERY word in the bible is true, because the bible tells us so. 
Zack Tell (Clawfinger)|I can achieve the things I need without getting down on my knees 
leonard newell|children are born without religion,so why give them one that will condem them to hell 
Bob|God or no God is not important. It's all about what you do as an individual to make this a better place. 
jstep|what do mega churches and las vegas casino's have in common...they are paid for by the loosers 
Jack Pritchard|Religion is a leathal weapon when placed in the hands of the foolish. 
Me|If you believe in the supernatural, why don't you believe in the Boogie Man? There are countless books and folk tales about him, too. 
Nikki Williams|god is santa clause for grown ups. Presents for good boys and girls, disappointment for bad boys and girls. 
Brandulph|Religion will always serve a ruler well, if complemented by physical terror, 
Brandulph|Religion is a manifestation of human folly. 
Vincent van Gogh (Dutch Painter)|"I can very well do without God both in my life and in my painting, but I cannot, suffering as I am, do without something which is greater than I am, which is my life, the power to create." 
Moi|Death is God's punishment for sin. So God, what's a baby done wrong at birth? Kicked their mother in the womb? 
jstep|Religion, the posterchild of a failed social  experement.. 
Mark Fudge|Religions were created by those with power or wealth as a means to keep the poorer and less educated in check.  If these people could see that what they made up thousands of years ago were still being followed or listened to they would probably wet themselves with laughter.
Lisa Randall|I think there's a virtue in being good in and of itself.  I think that one can work with the world we have.  So I probably don't believe in God.  I think it's a problem that people are considered immoral if they're not religious. That's just not true. This might earn me some enemies, but in some ways they may be even more moral.  If you do something for a religious reason, you do it because you'll be rewarded in an afterlife or in this world.  That's not quite as good as something you do for purely generous reasons.
Thomas Huxley|If, then... the question is put to me, would I rather have a miserable ape for a grandfather, or a man highly endowed by nature and possessing great means and influence, and yet who employs those faculties and that influence for the mere purpose of introducing ridicule into a grave scientific discussion-I unhesitatingly affirm my preference for the ape.
jstep|Heaven or Hell, doesn't really matter you can't get there from here 
H. L. Mencken|Faith may be defined briefly as an illogical belief in the occurrence of the improbable. 
unknown|Open your mouth and shut your eyes and see what Zeus will send you! 
David Powers|The more you repeat a lie, even a rediculous one, the more people will believe it.  So be sure to show up on time to church next Sunday! 
Friedrich Nietzsche|The word "Christianity" is already a misunderstanding - in reality there has been only one Christian, and he died on the Cross. 
Unknown|It is necessary to think of the great variety of religious beliefs in our world. And upon this examination see that if there was some obvious answer, someone would have found it and made it unanimous by now. How do you know that you are correct? It seems that god is something different to each individual depending upon the persons culture and place of origin. But, if everyone was an atheist, there would be a lot less strife and killing in our world.
Robert DesLauriers|"The motive for the invention of all religionsis the fear of death"
Isaac Asimov|A God who cannot smile could not have created this humorous universe. 
Mark Twain|"Faith is believing in something you know ain't true."
Unknown|" Why do good people suffer?" 
Jose Vega|Do not abandon the church, for it is true that there are a lot of hypocrits there, but you can always fit another one! 
Henny Youngman|I wanted to be an atheist until I found out they had no holidays . . .
Frank Zappa|The revolutionaries who got this country started were not, as Pat Robertson would have us believe, a bunch of wig-headed Jeezo-Grovelers, whimpering for guidance from The Unseen Hand. They had a First Amendment premonition about pimp-weasels like him 
Woody Allen|"Not only is God dead, but just try to find a plumber on weekends." 
from "Constantine"   a.k. Rackham|God is a kid with an ant farm 
sir David stevens|why pray to god when it rains .when you dont pray to godwhen the sun shines. 
Esslingen|My Gods dick is bigger than your Gods dick. 
Unknown|If you make a claim without evidence, it will be dismissed without evidence.
Basil Fawlty|What's the Point of Living?- Well your stuck with it aren't you?
Baron von Knifty|Astronomers have just discovered a black hole that is estimated to be as big as our sun; 18 billion of them! What has religion found out lately. Oh yeah, that Galileo was right after all back in 1610 when he said our Earth was not the center of the universe.
Chris Lachapelle|The concept of God is the equivalent of believing in the Easter Bunny, Santa Clause or the Tooth Fairy. The difference is, adults still believe in God.
Marty A|Give a man a fish, and you'll feed him for a day; Give him a religion, and he'll starve to death while praying for a fish.
Sam Harris|“People of faith tend to argue that it is not faith itself but man’s baser nature that inspires such violence. But I take it to be self-evident that ordinary people cannot be moved to burn genial old scholars alive for blaspheming the Koran, or celebrate the violent deaths of their children unless they believe some improbable things about the universe.”
Sam Harris|“Tell a devout Christian that his wife is cheating on him, or that frozen yogurt can make a man invisible, and he likely to require as much evidence as anyone else, and to be persuaded only to the extent that you give in. Tell him that the book he keeps by his bed was written by an invisible deity who will punish him with fire for eternity if he fails to accept its every incredible clam about the universe, and he seems to require no evidence whatsoever”
John Kaminski|"When you cover up life with myth and ritual, you can't see anything for what it is."
Dave Hale|I do not believe in ghosts, holy or otherwise.
Baron von Knifty|I would have more respect for Catholicism if it said god created Atom rather than Adam.
Richard Dawkin|"We are all atheists about most of the gods that humanity has ever believed in. Some of us just go one god further."
Baron von Knifty|Isn’t it a sick irony that those pedophile priests who are allowed by the Catholic church to sodomize the altar boys are barred by sacred tenets from using a condom.
Ed Krebs|The World is divided into armed camps ready to commit genocide just because we can't agree on whose fairy tales to believe.In the end, Religion will kill us all.
Lucy Stewart|Anyone who claims to have seen god are one of two things - a liar, or delusional.
Lucy Stewart|Why do creationists seem to think that claiming Yahweh was responsible for the creation of this world somehow explains HOW he created it?  It's fine to claim god did it, but that still hasn't told us HOW!  Surely when so confidently making such an assertion, there is some real REASON beyond the belief?  I have still never had anyone explain how, even though they all so confidently tell me that god did it, if they are so sure god did it, then they should be sure HOW he did it!!
Jacob da Snacob|Adults believing in a god is like children believing in Santa Claus.
Sir William Osler|The greater the ignorance, the greater the dogmatism.
welldone|"ignorance begins in the acknowledgement that there is a supreme being that holds the answer for all questions"
Baron von Knifty|I don’t want eternal life without knowing the rules. If I have to live forever sitting on a cloud listening to harp music, well, after about a week of that lunacy I’d want to blow my brains out. But here’s the rub; I can’t be destroyed because I’m living forever! Therin lies the good Christians hell.
Nietzsche|A casual stroll through the lunatic asylum shows that faith proves nothing.
Napoleon Bonaparte|"Religion is what keeps the poor from murdering the rich."
Peter|If Jesus will forgive a man whom commits the worst of sins, I am sure that he will forgive me for disbelieving his omnipotence.
Desiderius Erasmus|"In the land of the blind,the one-eyed man is king"
Tim Murray (PKA Tim Kilgore)|(Regarding The Bible) I fail to see what's so inspiring about rape, animal mutilation, and mass genocide.
Unknown|I would very much like to know why God sets strict rules and moralities but there is still incest every couple of pages in the Bible.
Baron von Knifty|I’d like you to take a moment and imagine a world without a god; an atheistic world if you will. You might assume that this godless world contains massive amounts of cheating and lying, fear, pain and suffering, hatred, disease, rapists, pedophiles, murderers, wars and holocausts. 	Now, imagine that same world, but this time with a god thrown in, and tell me the difference.
Bob Bergey|The Death of thought is the birth of religion.
Friedrich Nietzsche|A casual stroll through the lunatic asylum shows that faith does not prove anything.
Carl Allen|No one likes being wrong. When there is a religious debate I find it funny how all the Christians are quick to stand up for their beliefs. "Why?" I ask myself. I have found it to be the strength in numbers-when a majority believe something people have the tendency to feel comfortable, as if they're right. Put a Christian in a room with 22 Atheists and see who "wins" the debate.
Mitchell Kerr|It is amazing how Christians manage to act in such contradiction to what their savior dedicated his life to teach.  If Jesus came back tomorrow he would probably be pissed off.
Dylan J.|Since its origin sometime during the Middle Paleolithic period, religion has been regarded by the common people as true, the wise as false, and the powerful as useful. As scientific discoveries are made that truly explain natural events or phenomena, the god(s) or other mythological justifications for the events become false and ultimately accepted as bogus.  Today several unanswered questions remain. What is the origin of life? What brought into existence all matter? What is beyond the universe? What happens when you die? Theists have filled in answers to these questions of the unknown with more of the unknown which clearly isn’t a very logical procedure. If you really think about all the different types of religions in the world, it seems that God is just a projection of the personal culture of the different regions. However, scattered through today’s world of many deluded minds, millions of people have realized that the truth doesn’t require having any “faith”. Atheists have accepted the unanswered questions as simply unknown thus far, and have not puttied the ridiculous concept of a god over the gaps in our knowledge. People lacking the belief in God share many advantages over religious people. Finding moral values within themselves, discarding the false hope of prayer as an aid to resolving problems, and striving for absolute involvement in life are just three of the many, many reasons an atheistic lifestyle is better for the individual, as well as all of humanity. 	In essence, an atheist’s morality rises from their own thoughts and personal views on issues, rather than the forced perspective of doing what is right for a god. With this freedom, the nonbeliever is allowed to enjoy many aspects of life that are oftentimes difficult or impossible for the religious. Atheists raise freethinking children. They let their children pick a religion, or none. This is usually hard for parents. If a child wanted to be another religion, or even an atheist, it would be devastating to most religious parents. With this acceptance of the individual comes the beauty that an atheist can be friends with everyone without having the thought in the back of their mind that this person's lifestyle may be incompatible due to their personal differences. Atheists have the power to accept people for who they are. Enabling them to enjoy others quirks rather than chastise them for being unique. In addition, atheists can have relationships with people who have alternative lifestyles without feeling like they have to save them from some deity that is going to condemn them for being themselves. After all, if there was a creator, then He has made everyone the way they are! When generosity rises from an atheist, it is out of the pure goodness of their heart. They are not trying to please any higher beings; it’s just something that they feel is the right thing to do.  Being true to oneself is very important to atheists, and it’s clearly a driving force in their ethical decisions.	If I put fourth only minimal effort in writing this essay, would I receive a grade of 100%? What if I prayed every night that I get an A+? Maybe I wouldn’t be given that grade since I don’t believe. Perhaps it’s not part of Gods plan, and goes against His will. Possibly, the answer to my prayer was simply a “no.” Or, it may be that my prayer was too materialistic and self-seeking. Atheists don’t concern themselves with these excuses for why praying doesn’t always work. Atheists know that hoping, wishing and praying does absolutely nothing to help a cause, and the only real way to accomplish something is to put their hands to use instead of clasping them together. When someone denies the possibility of aid from prayer, it empowers them to take responsibility for their own doings, not to rely on help from an ubiquitous creature. If everyone thought that a magical plan was going to happen, no matter what, then why try to prevent the events or make things better? Atheists take comfort in knowing that there is no plan, and that their actions and advances in studies and technology alone, can combat catastrophes or other horrible events that are often instead credited as being the unstoppable “wrath of God.” 
Ernest Hemingway|All thinking men are atheists
MIK|If a mercifull loving  god existed   innocent children would be bullitproof 
Anthony W Allsop|Each one of us is born with a conscience. I doesn't require religion to hone it and give it shape. 
W. Fristoe|Remember - when you bow to someone, you're also bending over! 
W. Fristoe|Theology is very important - but only for keeping theologians employed. 
Demetri Martin|The best thing about being dumb is that it makes magic better 
JohnSA|If someone tells you they have been born more than once, DEMAND a re-count 
David Rohlf|Look at the bible like you would any other fairy tale story told by a creative writer who wants his story to be told even after he is long gone. 
Karl Marx, German philosopher and economist|&quot;Religion is the sigh of the oppressed creature, the heart of a heartless world, &amp; the soul of soulless conditions. It is the opium of the people.&quot; 
Balt Jenkins|If i could travel back in time to meet the one's responsible of creating religions, i would take a big gun 
ANON|Failth is what allows you to believe that which you know not to be true 
Al|Man used to believe that god lived in heaven, and logic tells me it was the only safe place to hide a fictional god at the time. Science gave us the ability to fly and also the proofs that heaven is empty. 
Isaac Asimov|Poorly read, the Bible is the most potent force FOR atheism ever conceived. 
Brandyn|An atheist would bet their life against the existence of a (specificaly defined) god, in the same way they bet their life every time they walk out the front door in sunny San Diego that they will not be attacked by a polar bear while being struck by lightening, shot in the head, and dissemboweled by a misplaced samurai who'd been frozen in a freak boating accident and recently thawed and released by a secret group of deranged cryogenesists. _Prove_ to me that this absolutely can't happen when I walk out the door today. In fact, it's considerably more likely than most definitions of god.
Unknown|I don't understand what the Christians have against me!  I mean, whether they're right and there is a God, or I'm right and there isn't, NEITHER of us is going to heaven. 
Taoist Master, Ni, Hua-Ching|Any strong emotion, whether religious or non-religious, is a separation from the true, godly way.  Divinity must embrace what is eternal and universal, and not just suit one particular society at one time in history. 
Art|God made man in his own image.  Its sad men spend so much time creating God in theirs.. 
unknown|you are nothing but an imaginary friend. you did not create us. we created you.
Jenny Guy|There's only thing standing in the way of me having a relationship with God; is His existence.
savage beastie|to the people who dont belive in evolution, just look at a primates skeletal structure, then compare it to a human's skeleton. is that not evidence for evolution, or did god just run out of ideas.
Martin Williamson|Given that there are roughly 6 billion people on our planet, that there are 10 planets revolving our sun, that there are - on average - 40 billion stars in every galaxy and that there could be up to 500 billion galaxys in our universe I think that the idea that there is one, super powerful entity that sees and cares what you and me do is the most unimaginably absurd thing I will ever hear.
Mike|"Religion is searching in a dark cellar for a black cat that isn't there."
Robert G. Ingersoll|Is there an intelligent man or woman now in the world who believes in the Garden of Eden story? If you find any man who believes it, strike his forehead and you will hear an echo. Something is for rent. 
God|I don't exist. 
Xenophanes|The Ethiopians say that their gods are snub-nosed and black, the Thracians that theirs have light blue eyes and red hair. 
savage beastie|faith is useless, determination is not 
apurwa|for me the reality is the only divine "god" rather than the "divine god" being reality. 
Friedrich Nietzsche|Faith: not wanting to know what is true. 
Robert|Religion has done far much more harm to people than good. A source of fear and not solace. Good men should fight it relentlessly. The sooner religion is desmissed, the sooner humanity can unite and put down petty differences based in archaic thought systems.
Daniel Renner|Did you make mankind after we made you?
unknown|philosophy is for those who think,religion is for those who follow
Baron von Knifty|If you could transport yourself back 2,000 years to Jerusalem, just think, your wristwatch, ball point pen, pen light and that Pez dispenser would all be considered miracles to those simple desert nomads. 
Baron von Knifty|Why is it, if your supposed omnipotent god is so powerful, he can't destroy Satan?
Bobby|to Lauren-ashley Reimer:1) atheists don't hate god. you can't hate something that you don't believe exists. 2) if god made athiests, atheists dont have a choice to believe/not believe, how then can they be held responsible for something god made them to be? 3) "God is the way the truth and the life." Now prove how this is true, you cant. The bible doesnt prove anything, it just says it. 4) you ignore your own book which says 'Prove all things' (1 Thess. 5:21). you have no evidence to prove god exists except your own 'feelings'. 5) dont use this site to preach, you're bound to be made a fool. 6) 15 yrs old heh? you're still young. there's still time for you to think about how you've been indoctrinated and wake up.
Ed Krebs|Bottom Line of All Religions - "The World is run by invisible beings, with magical powers, who need to be worshiped."
Bumper sticker (seen by The Dude)|Atheism is a non profit organization
Baron von Knifty|If you want to find out how tall you can stand in this world, first you must get up off your knees.
Robert Des Lauriers|"To the Ant my shoe is God"
Me|Atheism, the thinking man's belief system.
Aristotle|Probable impossibilities are to be preferred to improbable possibilities.
boro|If god exists, he would be less pissed-off with atheists than with beleivers
unknown|I used to believe in god...then again I used to piss in the bed, so I guess it doesn't say much for either of us. 
Charles Stevens|Religion; the greatest fraud against mankind 
Joe Stout|Religion is for the weak hearted. 
Durgadas Prasoon|Extreme madness  is given a name "religion" which is followed by extreme fools without questions 
Tania R. Chase|If I was god, I'd deny my own "creation".  Only evolution could create a system of life that is so cruel. 
Baron d'Holbach|If we go back to the beginning we shall find that ignorance and fear created the gods; that fancy, enthusiasm, or deceit adorned or disfigured them; that weakness worships them; that credulity preserves them, and that custom, respect and tyranny support them in order to make the blindness of men serve its own interests.
sir David Stevens|thanks to God im still an atheist !!! 
sir David Stevens|Suppose we chose the wrong god.. everyday were just makeing him mader and mader !!! 
unknown|Did adam and eve have belly buttons?
Will|The goal of religion is to prophecize the revelation, or apocolypse, or what have you; and see to it that it becomes a self fulfilling prophecy.  There's a certain aparant desperation to have at least one prophecy fulfilled. 
Morning Red, vocalist of Auto da fe|Discussing the bible from a scientific perspective is like debating material stress in gingerbread houses. Why would a creator of such diversity be so selective? Why would he keep secret the directive he espouses? 
Dark Cobra - GameFAQs|Even if he did exist, I would not stoop as low as to worship a God who created me without MY permission. 
Unknown|It is said that Jesus died on the cross for all our sins - those committed as well as the ones we will committ. Doesnt that include the original sin above all? The one that banned Adam and Eve from paradise? This doesnt seem like paradise to me. 
David Powers|If there is a god, this is what I would say.  "Hey God, it's been over two thousand years....  WAKE UP !!!" 
Bob Brady|The only reason religion persists is due to the tolerance of atheists. 
Robert|I have a question: How could Adam and Eve of had free will in the Garden of Eden if it was perfect? There had to be evil for them to have the potential to do wrong. I especially like how God deals with his problems: Satan causes a problem in heaven so God says "I don't want him anymore you guys deal with him."
Glenda Moses|I don't call myself an athesist; I call myself a scientist! 
Glenda Moses|I realized when I prayed I was speaking to myself; So I realized that I was a better listener than God. 
jstep|the U.S.A. as a country was founded on the constitution, otherwise we would need a boatload of stones.. 
